bhk,area,ready_to_move,longitude,latitude,price
3,1240.03543,1,16.963245,82.252901,42
3,1489.018489,0,9.966018,76.318152,120
3,1727.704781,1,30.662283,76.822397,61.8
3,1658.163265,1,18.45466,73.871891,130
3,1340.123291,1,21.6881,72.2763,50
2,950.1689189,1,19.989899,79.305594,45
2,949.754902,1,10.794455,79.151794,15.5
2,979.0590155,1,28.368269,77.37273,36
2,626.0534553,1,19.2167,73.0833,52
2,1200.181159,1,28.527597,77.389374,53
1,750.085237,1,21.246728,75.28509,22
2,1000,1,22.337395,73.225215,29
1,650.2242152,1,20.384847,72.930546,14.5
1,825.3012048,1,20.36667,72.9,13.7
2,600.0461574,1,22.604543,88.444857,26
1,543.078056,0,19.163982,73.236883,29.5
4,3510.531595,0,30.654128,76.732427,140
2,1268.0164,1,19.014858,72.8662,300
1,640.0538993,1,19.245347,73.124577,38
3,1423.220974,1,26.900926,75.775927,34.2
2,1166.105209,1,15.952363,75.297662,45
3,93863.8826,0,13.010349,77.712151,9530
2,1086.125134,1,13.0306,77.6485,71
2,1370.175839,1,12.9077,77.6755,60
1,680.0518135,1,24.69028,78.41889,42
2,1155.462185,1,13.04394,80.17251,110
3,1420.185571,1,26.832353,75.841749,75
2,1234.144669,1,28.2102,76.8606,36
3,2800,1,26.832353,75.841749,33.6
3,2350.176263,1,12.808137,77.58308,160
3,1855.385388,1,30.662283,76.822397,73.9
2,1600,1,23.16667,79.93333,72
2,1135.040745,1,20.029201,73.787918,78
2,950.269243,1,12.72,77.82,30
2,1125,1,22.679876,75.850531,27
3,1610.062893,0,30.662283,76.822397,64
2,636.0344047,0,19.222101,72.988231,84.3
3,1683.065769,1,18.558319,73.77588,130
3,1700.102006,1,24.69028,78.41889,100
2,1216.175129,1,12.9407,77.7466,80
2,1076.084841,1,18.637802,73.745912,55.3
1,694.6198535,0,30.33503,78.054821,27.5
2,1225.004504,1,12.88419,74.85526,68
2,1150.251618,1,21.094632,79.074805,32
5,3311.258278,1,28.406685,77.105253,410
2,1064.145347,0,17.5917,78.5822,28.7
3,1299.212598,1,8.78333,78.13333,49.5
2,765.9574468,0,19.185539,72.935411,180
1,378.0241935,1,28.65998,77.370279,30
2,750.0187505,1,19.218498,72.992114,100
3,1292.01053,1,19.0705,72.8309,800
3,3244.448951,1,12.928575,77.585721,320
4,2350.081037,0,28.431862,77.351104,87
2,1150.044924,1,18.475864,73.890009,64
3,2000,1,21.143354,72.770931,98
2,950.1187648,1,10.0243,76.3053,28
3,2400,1,21.250659,81.659113,60
2,850.1594049,1,17.45,78.5,32
3,1233.594901,1,19.1759,72.9522,360
2,1170.103847,1,28.9196,76.8972,80
2,1070.205479,0,21.15,81.7,25
3,1542.020046,1,12.9958935,77.761394,140
2,1050.530518,1,19.061701,73.080488,100
2,1300.031516,1,18.996549,72.842967,330
3,1552.393273,1,9.930471,76.271273,120
3,1965.246173,1,13.1195,77.5837,95
2,927.0216963,1,18.430375,73.815337,47
2,765.8797077,0,18.5993,73.7625,54.5
3,1320.132013,1,18.476532,73.820689,52
2,823.1558378,1,19.4559,72.8114,33.7
2,981.2638933,1,22.648322,88.4431525,30.9
3,1337.086559,1,30.719387,76.801688,95
3,2010.050251,1,12.881909,77.545033,140
4,2191.780822,1,12.991537,77.566125,120
2,965.3199857,0,30.976411,76.518977,27
2,1260.104612,1,12.883959,77.683376,53
2,819.0327613,1,18.669919,73.853723,42
1,430.2368616,0,24.6902,78.416,46.5
2,1000,1,12.840956,77.659441,46
2,2408.477842,1,28.525772,77.013644,150
3,1860.79954,1,28.431862,77.351104,64.7
2,1137.504182,1,22.648322,88.4431525,34
3,1483.86299,1,12.96991,77.59796,120
2,936.0156468,1,12.984808,80.260671,67
2,947.4232171,1,28.564519,77.366816,18.2
3,1178.23479,1,24.69028,78.41889,220
1,600.060006,1,13.035866,80.135164,40
3,2048.947069,0,12.8855,77.5638,180
3,1800.504141,1,28.686091,77.334644,50
2,650.1677852,0,26.908137,81.033981,15.5
4,2190.100745,1,28.469063,77.308984,100
3,1314.444282,1,28.44,77.1021,180
2,1233.552632,1,18.96,72.82,300
3,1328.552557,0,13.062455,80.156453,70.4
3,1480.019734,1,13.0189,77.5963,90
2,800.1488649,1,22.713838,75.901829,21.5
2,687.1678056,1,22.299402,70.776494,36.2
1,650.0171057,1,19.141644,72.842908,95
2,1150.121065,1,12.93687,77.720248,47.5
3,1378.891051,1,28.381971,77.347688,56.7
2,1004.291062,1,19.256471,72.868815,110
1,500,1,31.10333,77.17222,25
6,5400.016615,1,26.906098,75.825254,2600
2,1000,1,28.678014,77.38296,39.9
2,1291.382954,1,18.555904,73.807138,110
2,1350.078493,1,28.9196,76.8972,86
4,2265.219443,0,30.662283,76.822397,96
1,700.0622278,1,18.5823,73.983,22.5
3,1410.177805,0,13.055985,77.622157,92
3,1625.135428,1,13.0189,77.5963,90
2,1350.186728,1,30.68582,76.724733,47
2,995.0248756,1,28.59632,77.38143,50
2,902.0260894,1,30.760351,76.7889,65
2,1230.091933,1,19.0168,73.09646,95
2,1000,1,18.556218,73.811303,87
2,1136.059877,1,24.69028,78.41889,85
2,1429.749794,1,24.596041,73.69787,52
1,452.0226584,0,20.036867,78.324643,79
2,1085.714286,1,26.832353,75.841749,30.4
3,2475.375842,1,26.809242,75.741434,95.5
3,1995.012469,1,26.8626,75.7633,40
2,952.3809524,0,28.66667,77.41667,26
2,800,1,28.57,77.32,60
2,1115.114085,1,28.506454,77.409568,65
3,452.0909205,0,28.947165,77.729267,36
3,1775.065872,1,19.0167,72.8167,640
3,1650.165017,1,18.496129,73.892902,90
2,1177.226027,1,12.884548,77.861952,55
3,1752.683732,1,13.118911,77.621325,84.9
3,1268.157713,1,25.58,85.05,55
2,775.1937984,1,15.86667,74.5,23
2,1189.169411,1,28.368269,77.37273,32.5
2,1000,1,10.378781,77.654343,44
2,699.6268657,1,28.579845,77.403693,45
2,912.0620202,1,19.216097,72.821721,120
1,660.0660066,1,19.038205,73.06612,52
2,612.9303107,1,25.58,85.05,21.9
3,2060.316512,1,28.579004,77.431173,69
3,916.0305344,1,22.747639,88.600902,24
3,1509.695291,1,12.808137,77.58308,65.4
2,800,1,28.32,77.289381,22
3,1349.948079,0,26.507928,80.296745,65
3,1900.337838,1,10.763883,76.666734,90
2,850.1335924,1,29.892311,78.000723,35
6,6000.060001,1,19.1026,72.8243,2000
3,1394.230769,1,28.577673,77.389781,72.5
2,800,1,23.16164,79.929205,40
1,1199.760048,1,30.299221,76.569576,40
2,825.0825083,1,28.494181,77.290609,40
1,380.798523,0,24.69028,78.41889,16.5
2,823.5998802,0,12.8854,80.022,27.5
2,750.1442585,1,22.323406,73.240395,26
1,480.0076801,1,18.96,72.82,100
3,1463.829787,1,13.331615,74.793412,34.4
3,1661.291899,1,22.533468,88.346214,170
1,550.0673552,1,28.568096,77.390253,24.5
3,1502.171338,1,13.11389,77.59833,76.1
3,1800.161812,1,21.09622,79.065033,89
1,750,1,24.395822,78.989627,24
2,1200.120012,1,21.372623,73.254962,40
2,800,1,28.63676,77.36315,35
2,963.6363636,1,12.89911,80.169,42.4
3,1086.890888,0,19.18,72.96333,180
2,1191.913096,0,28.376683,77.047179,79
2,1006.567894,0,12.982389,80.223183,65.9
2,999.6722386,1,30.74,76.65,30.5
2,1374.061938,1,18.52361,73.84778,130
4,2816.901408,0,12.942217,80.191094,220
1,665.0430873,1,13.008071,77.651295,35.5
1,600.1500375,1,24.395822,78.989627,8
1,385.0473287,0,24.69028,78.41889,24
3,2700.457,1,28.40473,77.367514,65
2,1105.198526,1,18.49667,73.94167,54
3,1895.043732,1,28.397468,76.945489,130
3,1738.016831,1,28.6221,77.3674,95
4,1757.196754,1,12.91668,77.59196,340
3,1500.115393,1,13.09,80.27,65
3,1150.131694,0,28.409485,76.909236,26.2
3,1300.169587,1,28.579004,77.431173,46
2,1230.125523,1,28.577673,77.389781,73.5
2,1155.17555,0,28.66667,77.41667,63.5
2,649.2018636,0,19.1955,72.8728,170
1,349.9562555,0,27.674191,76.695186,12
2,1205.1343,1,20.353795,85.82102,50.7
2,750.30012,1,21.52,70.47,12.5
3,1750.036459,1,13.033421,77.603954,120
3,1810.385898,1,26.850391,75.814198,76
2,609.127363,0,13.071197,80.170051,31.9
2,94509.45095,0,18.5438,73.9438,9450
2,1198.039216,0,28.376683,77.047179,61.1
2,968.6168152,1,19.200163,73.20969,25
2,1150.035386,1,28.587711,77.403123,65
3,1402.978632,1,19.033956,73.075342,130
3,1525.74698,1,22.760061,75.928572,48
3,1220.362622,1,22.7808,86.1522,35
3,950.1871581,1,22.498882,88.317556,33
1,600.0774293,1,22.312358,73.145436,15.5
2,1127.395716,1,22.485666,70.058918,30
3,1500.078952,0,12.8458,77.6727,95
2,1070.016283,1,12.96991,77.59796,46
2,1099.807534,1,17.45,78.5,40
3,1374.885426,1,23.928951,86.523706,30
3,1050,1,23.185756,77.498465,21
2,1232.032854,1,13.0306,77.6485,72
2,1070.090958,1,12.905368,77.580403,60
3,1775.147929,1,12.9958935,77.761394,150
2,775.1937984,1,10.794455,79.151794,13
3,1300.003714,1,19.103831,72.837361,350
2,900.1956947,1,21.765,72.13694,23
3,2200.00704,1,18.96667,72.83333,1250
3,1610.570236,0,30.662283,76.822397,57.9
1,500,1,18.430375,73.815337,22
2,1225.114855,1,18.097689,74.735239,80
3,2100.210021,1,18.5438,73.9438,140
2,712.0253165,1,22.50686,88.223965,27
5,2440.368417,0,28.606007,77.359111,620
3,1904.535174,1,18.568231,73.83652,160
1,785.0320555,1,12.840956,77.659441,60
2,1000,1,13.112592,77.434767,62
1,565.1105651,1,9.930471,76.271273,23
2,1200.087279,1,12.840956,77.659441,55
2,1200.120012,1,21.148696,79.163284,40
1,679.4117647,0,19.249861,72.963866,69.3
1,350.0583431,1,19.848361,75.306469,12
2,1061.041069,1,18.973908,73.025106,85
4,2878.787879,1,28.510825,77.006087,190
3,2113.792496,1,28.47944,76.971432,120
2,513.9056832,0,24.862517,78.282467,51
4,5000,1,18.980816,75.755636,550
2,1161.072409,1,12.9407,77.7466,55
2,1210,1,9.923334,78.14868,72.6
2,1010.10101,1,26.474702,74.595478,26
2,1100.28293,1,12.905368,77.580403,35
2,1189.591078,1,17.009386,82.255525,32
1,570.053205,1,19.674665,72.769361,22.5
3,908,0,20.742166,80.104602,90.8
1,500,1,26.928785,75.828002,11
2,551.5789474,0,19.222101,72.988231,65.5
1,680.1228609,1,19.076057,73.097319,31
3,1452.098459,1,22.5922,88.484911,82
3,2888.567937,1,13.04034,77.591347,260
2,915.2086137,1,29.96667,78.16667,34
3,3083.700441,1,13.11389,77.59833,140
2,1195.121951,1,28.66667,77.41667,49
3,1605.394124,1,13.34222,77.10167,100
2,50300.71077,0,18.96,72.82,9200
2,1248.025276,1,27.553339,78.673469,31.6
2,1042.287076,1,21.033401,79.491924,35
1,376.2525997,0,19.811319,72.76894,19.9
1,524.9895002,1,24.69028,78.41889,25
2,1318.181818,1,22.66667,75.75,29
1,750.0707614,1,19.049989,73.077321,53
1,645.0351837,1,17.633868,75.916674,16.5
3,1314.285714,1,13.0631,80.1719,73.6
1,650.0127453,0,19.218498,72.992114,51
3,2432.432432,1,28.560719,77.386208,180
3,1735.307728,1,22.830053,86.158521,75
2,1763.357028,1,15.488915,73.910061,76.9
2,877.7598277,1,24.69028,78.41889,32.6
1,560.0068924,1,19.02767,72.88001,130
3,1566.068515,1,21.17,72.83,48
3,1877.035051,1,28.392686,76.959391,98
3,1395.11709,1,18.96667,72.83333,140
2,1278.129395,1,12.9958935,77.761394,72.7
3,634.0260655,0,19.218498,72.992114,90
2,750.0468779,0,22.486821,88.233267,40
3,1101.152369,1,22.69995,88.390833,43
3,1235.003529,1,13.035866,80.135164,70
3,2400,1,13.04034,77.591347,210
4,3258.721086,1,19.014858,72.8662,610
3,1790.243175,1,30.382066,78.123734,120
2,1068.12557,1,12.96991,77.59796,82
2,1035.001882,1,28.576117,77.382136,55
3,1340.070299,1,12.9816,77.6729,61
3,1264.93324,0,19.1759,72.9522,180
3,1995.305164,0,20.26444,85.82806,170
2,1200,1,20.333452,85.825738,72
4,2090.322581,0,30.662283,76.822397,81
3,1808.590806,1,28.874383,77.113251,48
2,1100.110011,1,13.219742,76.698537,60
2,1234.290844,1,12.924893,77.700727,110
3,1260.473588,1,13.0133,80.17286,69.2
2,1033.057851,1,19.049989,73.077321,95
3,1306.884481,1,26.900926,75.775927,33.6
1,600,1,22.271214,73.188827,12
3,1625.37556,1,19.05871,72.89969,330
2,754.7760727,0,22.261354,73.215533,24.1
1,550.1222494,1,25.180011,75.887227,18
3,1160.862355,1,26.606357,80.114695,42
1,650.0742942,1,18.637802,73.745912,35
1,375.0721293,1,12.872092,79.974048,13
3,1460.234681,1,30.662283,76.822397,56
2,1084.860174,1,21.106063,79.006441,45
3,1619.659313,1,28.38016,77.369936,58
2,1000,0,18.49667,73.94167,59
4,4150.238639,1,28.5216,77.3863,400
4,2282.5,1,26.16667,75.78333,91.3
2,769.1301504,1,18.5438,73.9438,58.8
3,1308.695652,0,26.134947,91.797708,60.2
2,1100.110011,1,19.038205,73.06612,100
3,1850.038089,1,28.9196,76.8972,680
3,1346.869712,0,30.662283,76.822397,39.8
2,1100,1,28.678014,77.38296,55
3,1408.915795,1,30.696627,76.693764,51.2
3,1521.690768,0,22.403867,88.470006,68.4
3,1375.025463,1,19.227164,72.971621,270
3,1267.114094,0,25.3945,81.8615,47.2
2,1049.943246,0,9.595891,76.528033,37
1,664.942741,1,24.58333,73.68333,18
2,720,0,26.724219,88.326357,18
1,690.0517539,1,19.2836,72.8675,60
4,3101.402373,1,22.503995,75.718259,57.5
2,1571.330117,1,28.362327,76.979049,91.2
3,1362.236437,1,28.3967,77.32331,230
4,2230.483271,1,19.1336,72.812961,570
2,984.0098401,1,18.96,72.82,120
2,1077.643909,1,28.874383,77.113251,32.2
3,1350.135014,1,26.584047,74.864988,60
3,1935.297516,1,30.662283,76.822397,67
1,444.0497336,1,12.90015,80.22791,20
2,1055.011304,0,19.019169,73.014086,140
4,2420.135528,1,19.126499,72.99956,300
3,1910.142588,1,30.662283,76.822397,71
1,353.0349618,1,24.862517,78.282467,31
2,1165.048544,1,19.1758,72.8643,180
2,1179.245283,1,23.126218,72.628827,30
2,1199.776786,1,9.930471,76.271273,43
1,596.0022006,1,18.812583,73.569627,32.5
3,1517.869463,1,18.450979,79.137811,110
2,1050.071847,1,13.09,80.27,95
2,804.7437526,1,12.959238,77.649208,19
2,1032.14391,1,22.54111,88.33778,70
2,1073.435625,0,24.69028,78.41889,170
2,1150.159744,0,19.076057,73.097319,72
1,666.0706303,1,21.184449,78.957708,14.9
2,1171.444322,1,19.1849,72.8347,170
3,1725.312145,0,16.535675,80.583436,76
3,1350.074254,1,30.739119,76.767784,100
3,1620.22035,1,28.560719,77.386208,75
2,1100.203114,1,26.86056,80.91583,32.5
3,1350.337584,1,30.662283,76.822397,36
2,513.3909472,0,24.69028,78.41889,120
2,820.152314,1,26.91868,75.750399,28
3,1651.447445,1,24.69028,78.41889,170
1,196.9974866,0,19.147866,72.932609,29
9,1313.580968,1,13.055,77.5099,180
2,750.0407631,1,22.54111,88.33778,46
2,1195.219124,1,28.577673,77.389781,57
3,1320.132013,1,28.629811,77.434197,36
1,650.0365646,1,19.002644,72.841275,80
1,511.9453925,1,22.5922,88.484911,22.5
3,1571.980143,1,12.86,77.786,85.5
2,778.125,1,22.680731,88.442807,24.9
1,615.0386879,1,19.147866,72.932609,93
2,1158.460902,1,30.723966,76.766104,140
3,1850.13876,1,22.706116,73.11498,40
1,649.9602802,0,19.126499,72.99956,90
3,1404.099972,0,18.6182,73.7447,100
2,1142.857143,1,18.590034,73.821076,100
2,500,1,27.494145,77.465069,12
2,904.2102289,1,15.479294,73.89546,32
2,1120.029867,1,19.05871,72.89969,180
2,705.0765512,1,22.459169,88.364505,17.5
3,1268.07564,0,13.055985,77.622157,57
3,1575.157516,1,12.995285,77.766797,87.5
3,1983.20112,1,17.776084,83.366665,85
3,1721.97871,1,13.055985,77.622157,110
2,1139.963168,1,12.928575,77.585721,61.9
3,1920.062696,0,9.594191,76.524269,98
1,450.1028807,1,19.131055,74.751127,17.5
4,2948.652771,1,28.9196,76.8972,290
2,929.8564787,1,22.498882,88.317556,46
3,827.2351257,0,22.67,88.35,26
2,656.6604128,1,28.467299,77.028895,35
2,1110.617503,1,28.162032,76.811066,25
2,1090.012048,0,24.69028,78.41889,190
1,861.0792193,1,23.228573,72.498701,15
3,1340.206186,1,12.840956,77.659441,78
2,900.2057613,1,22.4604,70.06145,35
2,1130.014439,1,19.0458,72.9128,180
2,953.1752651,1,19.221571,73.042474,240
3,1357.027464,1,3.160753,101.691405,42
3,1756.051258,1,20.26895,85.763542,74
2,1000,1,12.964266,77.585658,45
3,1403.508772,1,13.0306,77.6485,120
3,1177.124546,1,24.69028,78.41889,360
3,1375.194603,1,30.682453,76.75696,53
2,1047.668937,1,19.038205,73.06612,100
3,1413.944417,1,26.776845,80.891536,58
2,1190.103351,1,23.35556,85.33472,38
2,1204.865804,1,12.863386,74.869779,62.4
2,845.1190066,1,13.0166,80.18985,49
2,960,1,12.9381,77.7042,43.2
2,1050.019091,1,19.256471,72.868815,110
2,1185.015291,1,12.88784,77.654131,62
1,925.1644737,1,30.33,78.06,45
4,999.0917348,1,24.69405,84.985292,22
2,1067.175916,1,28.536585,77.383669,47.5
2,810.9360519,1,23.150823,79.910276,35
2,1150.133498,1,10.982253,77.011693,56
2,1441.241685,1,28.494868,77.410298,65
2,975.0812568,1,12.958996,74.802443,45
1,422.1533695,1,22.75,77.72,10.9
3,1480.263158,1,12.96991,77.59796,72
2,785.1934941,1,12.86561,80.085466,28
3,950,1,25.61,85.14139,38
2,1399.884148,1,19.05871,72.89969,290
1,447.0020038,0,18.96667,72.83333,87
2,1060.164325,1,12.96991,77.59796,40
2,968.1881051,1,19.256471,72.868815,140
2,844.8175722,1,19.05444,72.84056,320
2,1700.037779,1,26.832353,75.841749,45
2,1500,1,15.366381,75.151669,27
1,399.920016,1,28.698133,77.335746,20
3,2550.255026,1,18.49667,73.94167,170
2,1100.034376,1,22.3,73.2,32
3,3016.591252,1,28.415573,77.111387,320
3,1000,1,28.40473,77.367514,37
1,550.0146671,0,19.1145,72.8712,75
2,900.1823154,1,13.184337,77.943705,39.5
2,1137.487636,1,26.591483,76.110858,23
2,1197.297528,1,19.239813,72.962722,140
2,1120.065565,1,24.6902,78.416,82
2,1013.315279,1,13.083275,77.628516,44.9
2,564.9717514,0,24.69028,78.41889,85
2,1170.874497,1,26.832353,75.841749,32
3,1399.906673,1,26.900926,75.775927,60
1,427.0132281,0,19.1955,72.8728,92
2,675.0675068,1,22.835481,86.221099,15
2,985.2941176,1,28.553374,77.355611,26.8
3,1592.273558,1,28.506454,77.409568,61
1,510.0634133,1,17.45,78.5,18.5
3,1011.481684,1,26.724219,88.326357,37
5,4888.888889,1,26.91667,75.86667,440
3,1948.717949,1,12.96991,77.59796,190
2,1379.6875,0,28.558047,77.392752,88.3
2,849.7489378,1,28.66667,77.41667,22
2,948.0314961,1,26.900926,75.775927,30.1
3,1750.134626,1,9.977968,76.283409,65
2,800.5634464,0,18.5993,73.7625,68.2
2,865.0519031,1,18.486657,73.953309,50
3,1550.387597,1,22.63472,75.81139,38
2,1752.190238,1,12.928575,77.585721,140
3,1400.560224,1,22.55,72.9,25
3,1795.166858,1,12.9958935,77.761394,78
3,4000,1,26.809242,75.741434,100
2,969.9769053,1,19.12,72.91,210
3,1790.227464,1,12.96991,77.59796,170
2,1182.108626,0,26.851,81.0011,37
4,4100.461302,1,28.518116,77.394085,240
2,1125.04018,1,12.932432,74.853648,35
2,1260.537304,0,19.1759,72.9522,160
3,1415.285079,1,28.2102,76.8606,35
3,1690.187069,1,30.662283,76.822397,51.5
2,757.626271,0,18.966114,73.148278,90.9
3,1097.092704,1,12.913768,80.250567,100
3,1680.201624,1,28.429614,77.481711,120
3,2200.092635,1,28.522192,77.032243,190
3,2478.26087,1,19.078305,72.905931,570
2,1000,1,20.93333,77.75,26
3,1783.237567,1,28.285102,76.922584,90
2,940.049663,1,21.19233,79.062102,26.5
2,874.2857143,1,22.459169,88.364505,30.6
2,1030.15546,1,12.879728,77.650297,55
3,1607.435757,1,30.662283,76.822397,58.8
3,1318.101933,1,19.038205,73.06612,180
3,1575.423395,1,27.231058,78.005424,40
3,1581.027668,1,18.5823,73.983,100
2,1133.144476,0,13.0318,77.6583,72
2,1089.517079,1,21.142359,72.862596,18.5
3,1953.973079,1,22.56972,88.36972,270
2,986.4536297,1,28.57,77.32,28.4
2,910.0566572,1,28.536585,77.383669,25.7
2,906.25,1,22.54111,88.33778,29
2,1454.076937,1,22.560951,88.495491,79
1,640.0157542,0,28.743724,76.811315,65
1,690.0212314,1,18.96667,72.83333,52
4,1400.017231,1,19.102075,72.841149,650
1,650.0458856,1,19.0168,73.09646,42.5
4,2271.788517,1,28.506454,77.409568,110
2,600.5495224,0,18.539812,73.737678,45.9
3,1446.879643,1,12.840956,77.659441,77.9
2,734.9914741,1,19.05871,72.89969,250
3,1850.270424,1,22.257554,73.170453,65
2,1263.335205,1,27.04965,80.851214,45
3,145208.4295,0,15.45056,73.80333,9440
3,2445.226917,1,19.068492,72.898896,250
3,1549.053356,1,12.9053,80.1986,90
2,750,1,22.65,88.34,21
2,1236.284964,1,19.126499,72.99956,160
2,1195.028681,1,28.429614,77.481711,75
3,1910.181483,1,30.662283,76.822397,62.1
2,1300.236407,1,50.817397,4.42145,55
2,925.4302103,1,28.44414,77.465898,24.2
2,1049.798116,1,23.398893,85.335374,39
3,3702.221333,1,28.403138,77.070052,370
2,918.0504928,1,19.2167,73.0833,68
2,898.8235294,1,13.042089,80.124264,38.2
2,916.0864786,1,17.7,83.25,50
3,1365.546218,1,21.08,72.88,26
2,850,1,28.2102,76.8606,17
2,1025.197628,1,21.080409,79.098334,41.5
2,859.0081319,0,19.1759,72.9522,150
3,1232.009856,1,19.1759,72.9522,220
2,1095.092875,1,12.98556,77.66389,79
2,840.1551056,1,22.519728,88.38573,39
3,1350.129199,1,28.579004,77.431173,41.8
3,1640.19337,1,26.91667,75.86667,95
2,1925.925926,1,26.8626,75.7633,130
4,4100.299637,1,28.518116,77.394085,260
1,700.152207,0,21.2218,72.7954,23
3,1150.180743,1,22.175748,75.582163,35
3,1998.119417,1,12.8855,77.5638,170
4,7268.214856,1,28.429614,77.481711,410
2,999.1235758,0,18.5993,73.7625,57
4,2170.186716,0,30.662283,76.822397,70.9
3,2745.1411,1,18.475864,73.890009,250
2,900,1,12.93739,80.13874,54
2,579.017841,0,19.161955,72.839616,160
2,1085.121775,1,28.494868,77.410298,45
3,1040.943789,1,19.18,72.96333,180
3,1774.193548,1,26.91868,75.750399,110
2,880.060347,1,23.2167,72.6833,35
2,800,1,25.476749,81.854706,50
2,619.3228737,1,27.685618,85.325317,210
2,545.0185306,1,12.8458,77.6727,25
2,750.0144234,1,19.05871,72.89969,130
3,1939.86421,1,28.629811,77.434197,80
2,1100.046318,1,19.05871,72.89969,190
1,510.0204008,1,19.1955,72.8728,85
1,750.1172058,1,19.4559,72.8114,32
2,800,1,26.71876,75.900748,20
3,1463.271876,1,12.86,77.786,100
2,892.8571429,1,21.202573,81.675174,26
5,8360.128617,0,30.73528,76.79111,390
2,1110.053917,1,12.833224,80.210726,70
2,593.4718101,0,19.915811,74.866358,30
3,5840.071878,1,21,77,65
3,1800.450113,1,29.253357,79.538288,48
1,749.9829549,0,20.597874,79.478219,110
2,954.8971504,0,13.03478,80.15586,50.6
2,850.1594049,0,28.5041,77.381557,32
1,645.1612903,0,21.142359,72.862596,15
2,1047.708138,0,12.863589,77.656426,56
3,1275.103602,1,28.6711,77.3683,80
3,1319.957761,1,9.930471,76.271273,50
1,575.1258088,1,19.0284965,73.3192845,16
3,1052.173913,0,28.648586,77.302071,24.2
3,1750.114138,1,30.715967,76.755347,230
3,1454.17653,1,21.151992,72.81002,43
1,570.0712589,1,18.74542,73.628992,24
2,1110.031913,1,12.581437,77.322174,80
2,1316.053848,1,28.585757,77.396668,65.5
2,1100.052383,1,12.9816,77.6729,63
3,1352.386565,1,30.65,76.82,45.9
3,1180.173092,1,28.5679,77.3679,75
2,1230.180426,1,12.919987,77.489265,45
2,1464.00976,1,19.038205,73.06612,180
2,1100.412655,1,28.406388,77.342588,24
1,449.0433424,0,18.966114,73.148278,46
2,1050.199538,1,12.995285,77.766797,50
1,348.6973948,0,26.197998,73.001211,8.7
2,1323.001323,1,12.96991,77.59796,70
3,2007.894737,1,26.807408,75.838659,76.3
2,900.090009,1,21.069609,79.081697,20
2,840,0,23.968546,85.383545,21
1,476.0711601,1,22.271214,73.188827,19
2,1200.056473,1,19.0168,73.09646,85
2,976.744186,1,24.69028,78.41889,210
2,617.0046481,0,19.019169,73.014086,150
3,2337.662338,0,22.54111,88.33778,180
3,2350,1,30.698017,76.679016,94
2,1190.112908,1,18.558319,73.77588,78
3,1522.533496,1,28.65998,77.370279,25
2,1135.216953,1,12.752264,77.452739,45
3,1909.975669,1,30.662283,76.822397,62.8
3,1350.186728,1,12.973237,77.646859,47
1,699.6770721,1,27.48333,77.68333,13
3,2200,1,23.238751,77.419604,110
4,2349.016137,1,19.0167,72.8167,690
2,920,1,22.5041,88.3904,46
2,1151.109251,1,12.96991,77.59796,55
2,1125.017578,1,19.1026,72.8243,400
3,1146.851619,0,24.69028,78.41889,210
4,4510.800508,0,28.403138,77.070052,710
3,1121.875,1,22.54111,88.33778,35.9
4,5670.578927,1,18.52361,73.84778,430
3,1649.746193,1,26.86056,80.91583,65
3,879.54819,0,19.1615,72.8731,190
3,1800,1,17.342126,82.615288,54
2,1000,1,26.900926,75.775927,27.5
4,2366.100237,1,28.494868,77.410298,110
2,1300.070274,1,21.211929,81.655468,37
1,650.0465983,1,24.69028,78.41889,27.9
2,1100.212089,1,28.5216,77.3863,41.5
3,2498.440424,1,16.876947,74.298362,80.1
2,669.0279418,0,19.2836,72.8675,85
1,559.0791637,1,19.4994,73.3348,23.8
2,1060.070671,1,12.8706,77.6279,45
2,750,1,18.11667,83.41667,12
2,1400.070004,1,13.23,77.7,80
3,1472.537182,0,13.055985,77.622157,100
2,830.1051467,1,22.81667,70.83333,30
3,1250,1,12.907374,77.625811,42
2,1000,1,28.577673,77.389781,49
2,1000,1,22.268444,70.754033,22
3,1590.296496,1,28.579004,77.431173,59
2,1003.333333,0,26.832353,75.841749,30.1
3,2250.225023,1,28.825417,77.563644,150
2,1150.023663,0,19.076057,73.097319,72.9
3,1550.137252,1,22.54111,88.33778,96
2,750,1,22.483471,88.417711,27
1,549.0637759,1,12.925027,80.235348,39
3,1980.19802,0,28.576117,77.382136,110
3,1560.062402,0,19.1759,72.9522,350
2,900.1326511,1,12.9657,77.7188,47.5
3,1901.840491,1,28.365512,77.346306,52.7
2,950.1187648,1,22.304156,73.130185,32
2,639.0100416,0,18.966114,73.148278,63
2,1167.901545,1,12.9381,77.7042,93
1,669.1343964,1,18.083,73.417,23.5
1,565.0355972,1,18.556218,73.811303,50
3,1548.411642,1,28.576117,77.382136,81.4
2,1260.952381,1,28.874383,77.113251,33.1
2,1304.052997,1,19.1145,72.8712,250
1,644.1789646,1,19.078305,72.905931,110
2,1275.103602,1,12.91,77.64,80
2,832.9679965,1,18.595456,73.946088,38
1,600,0,21.213644,79.332733,16.5
3,1052.095707,1,18.466551,73.789732,62
3,1760.198799,1,12.96991,77.59796,85
3,777.9349364,0,24.69028,78.41889,110
3,1254.868023,1,12.9077,77.6755,87
3,1565.390636,1,15.45056,73.80333,110
3,3275.642906,1,18.5211,73.8403,670
2,635.6440393,1,22.556,72.951,26.5
